"Fecha";"Mercado";"Producto";"Precio"
"29-11-05";"Rosario";"Maiz";"U$S 68.18"
"30-11-05";"Rosario";"Maiz";"U$S 68"
"01-12-05";"Rosario";"Maiz";"U$S 67.83"
"02-12-05";"Rosario";"Maiz";"U$S 69.47"
"05-12-05";"Rosario";"Maiz";"U$S 70.28"
"06-12-05";"Rosario";"Maiz";"U$S 70.3"
"07-12-05";"Rosario";"Maiz";"U$S 70.35"
"09-12-05";"Rosario";"Maiz";"U$S 71.05"
"12-12-05";"Rosario";"Maiz";"U$S 73.09"
"13-12-05";"Rosario";"Maiz";"U$S 73.07"
"14-12-05";"Rosario";"Maiz";"U$S 73.22"
"15-12-05";"Rosario";"Maiz";"U$S 71.24"
"16-12-05";"Rosario";"Maiz";"U$S 72.52"
"19-12-05";"Rosario";"Maiz";"U$S 72.4"
"20-12-05";"Rosario";"Maiz";"U$S 72.51"
"21-12-05";"Rosario";"Maiz";"U$S 72.34"
"22-12-05";"Rosario";"Maiz";"U$S 73.11"
"23-12-05";"Rosario";"Maiz";"U$S 74.1"
"26-12-05";"Rosario";"Maiz";"U$S 74.55"
"27-12-05";"Rosario";"Maiz";"U$S 74.79"
"28-12-05";"Rosario";"Maiz";"U$S 75.16"
"29-12-05";"Rosario";"Maiz";"U$S 74.26"
"02-01-06";"Rosario";"Maiz";"U$S 75.84"
"03-01-06";"Rosario";"Maiz";"U$S 79"
"04-01-06";"Rosario";"Maiz";"U$S 78.97"
"05-01-06";"Rosario";"Maiz";"U$S 77.08"
"06-01-06";"Rosario";"Maiz";"U$S 75.72"
"09-01-06";"Rosario";"Maiz";"U$S 74.87"
"10-01-06";"Rosario";"Maiz";"U$S 75.24"
"11-01-06";"Rosario";"Maiz";"U$S 77.02"
"12-01-06";"Rosario";"Maiz";"U$S 77.1"
"13-01-06";"Rosario";"Maiz";"U$S 78.12"
"16-01-06";"Rosario";"Maiz";"U$S 79.08"
"17-01-06";"Rosario";"Maiz";"U$S 77.77"
"18-01-06";"Rosario";"Maiz";"U$S 77.89"
"19-01-06";"Rosario";"Maiz";"U$S 77.64"
"20-01-06";"Rosario";"Maiz";"U$S 78.83"
"23-01-06";"Rosario";"Maiz";"U$S 79.82"
"24-01-06";"Rosario";"Maiz";"U$S 81.89"
"25-01-06";"Rosario";"Maiz";"U$S 83.84"
"26-01-06";"Rosario";"Maiz";"U$S 85.05"
"27-01-06";"Rosario";"Maiz";"U$S 84.07"
"30-01-06";"Rosario";"Maiz";"U$S 84.94"
"31-01-06";"Rosario";"Maiz";"U$S 84.8"
"01-02-06";"Rosario";"Maiz";"U$S 83.77"
"02-02-06";"Rosario";"Maiz";"U$S 84.07"
"03-02-06";"Rosario";"Maiz";"U$S 84.77"
"06-02-06";"Rosario";"Maiz";"U$S 81.46"
"07-02-06";"Rosario";"Maiz";"U$S 82.95"
"08-02-06";"Rosario";"Maiz";"U$S 84.64"
"09-02-06";"Rosario";"Maiz";"U$S 85.13"
"10-02-06";"Rosario";"Maiz";"U$S 85.03"
"13-02-06";"Rosario";"Maiz";"U$S 82.6"
"14-02-06";"Rosario";"Maiz";"U$S 78.51"
"15-02-06";"Rosario";"Maiz";"U$S 78.15"
"16-02-06";"Rosario";"Maiz";"U$S 78.48"
"17-02-06";"Rosario";"Maiz";"U$S 79.86"
"20-02-06";"Rosario";"Maiz";"U$S 79.91"
"21-02-06";"Rosario";"Maiz";"U$S 80.13"
"22-02-06";"Rosario";"Maiz";"U$S 79.24"
"23-02-06";"Rosario";"Maiz";"U$S 78.89"
"24-02-06";"Rosario";"Maiz";"U$S 79.97"
"27-02-06";"Rosario";"Maiz";"U$S 80.49"
"28-02-06";"Rosario";"Maiz";"U$S 80.32"
"01-03-06";"Rosario";"Maiz";"U$S 79.82"
"02-03-06";"Rosario";"Maiz";"U$S 81.02"
"03-03-06";"Rosario";"Maiz";"U$S 80.41"
"06-03-06";"Rosario";"Maiz";"U$S 78.65"
"07-03-06";"Rosario";"Maiz";"U$S 78.31"
"08-03-06";"Rosario";"Maiz";"U$S 77.13"
"09-03-06";"Rosario";"Maiz";"U$S 77.78"
"10-03-06";"Rosario";"Maiz";"U$S 79.49"
"13-03-06";"Rosario";"Maiz";"U$S 78.08"
"14-03-06";"Rosario";"Maiz";"U$S 78.02"
"15-03-06";"Rosario";"Maiz";"U$S 78.03"
"16-03-06";"Rosario";"Maiz";"U$S 76.47"
"17-03-06";"Rosario";"Maiz";"U$S 75.76"
"20-03-06";"Rosario";"Maiz";"U$S 74.82"
"21-03-06";"Rosario";"Maiz";"U$S 76.42"
"22-03-06";"Rosario";"Maiz";"U$S 77.17"
"23-03-06";"Rosario";"Maiz";"U$S 76.26"
"27-03-06";"Rosario";"Maiz";"U$S 77.59"
"28-03-06";"Rosario";"Maiz";"U$S 77.87"
"29-03-06";"Rosario";"Maiz";"U$S 78.73"
"30-03-06";"Rosario";"Maiz";"U$S 79.81"
"31-03-06";"Rosario";"Maiz";"U$S 82.41"
"03-04-06";"Rosario";"Maiz";"U$S 82.27"
"04-04-06";"Rosario";"Maiz";"U$S 81.19"
"05-04-06";"Rosario";"Maiz";"U$S 81.62"
"06-04-06";"Rosario";"Maiz";"U$S 83.14"
"07-04-06";"Rosario";"Maiz";"U$S 84.06"
"10-04-06";"Rosario";"Maiz";"U$S 83.71"
"11-04-06";"Rosario";"Maiz";"U$S 84.5"
"12-04-06";"Rosario";"Maiz";"U$S 82.94"
"17-04-06";"Rosario";"Maiz";"U$S 82.93"
"18-04-06";"Rosario";"Maiz";"U$S 84.56"
"19-04-06";"Rosario";"Maiz";"U$S 85.01"
"20-04-06";"Rosario";"Maiz";"U$S 85.19"
"21-04-06";"Rosario";"Maiz";"U$S 85.75"
"24-04-06";"Rosario";"Maiz";"U$S 85.17"
"25-04-06";"Rosario";"Maiz";"U$S 85.17"
"26-04-06";"Rosario";"Maiz";"U$S 84.9"
"27-04-06";"Rosario";"Maiz";"U$S 85.18"
"28-04-06";"Rosario";"Maiz";"U$S 87.47"
"02-05-06";"Rosario";"Maiz";"U$S 85.52"
"03-05-06";"Rosario";"Maiz";"U$S 85.31"
"04-05-06";"Rosario";"Maiz";"U$S 83.03"
"05-05-06";"Rosario";"Maiz";"U$S 83.16"
"08-05-06";"Rosario";"Maiz";"U$S 82.7"
"09-05-06";"Rosario";"Maiz";"U$S 83.85"
"10-05-06";"Rosario";"Maiz";"U$S 84.47"
"11-05-06";"Rosario";"Maiz";"U$S 86.03"
"12-05-06";"Rosario";"Maiz";"U$S 89.2"
"15-05-06";"Rosario";"Maiz";"U$S 89.44"
"16-05-06";"Rosario";"Maiz";"U$S 88.86"
"17-05-06";"Rosario";"Maiz";"U$S 89.4"
"18-05-06";"Rosario";"Maiz";"U$S 89.36"
"19-05-06";"Rosario";"Maiz";"U$S 86.71"
"22-05-06";"Rosario";"Maiz";"U$S 86.88"
"23-05-06";"Rosario";"Maiz";"U$S 87.24"
"24-05-06";"Rosario";"Maiz";"U$S 85.14"
"26-05-06";"Rosario";"Maiz";"U$S 87.69"
"29-05-06";"Rosario";"Maiz";"U$S 86.12"
"30-05-06";"Rosario";"Maiz";"U$S 86.5"
"31-05-06";"Rosario";"Maiz";"U$S 85.51"
"01-06-06";"Rosario";"Maiz";"U$S 86.53"
"02-06-06";"Rosario";"Maiz";"U$S 87.69"
"05-06-06";"Rosario";"Maiz";"U$S 86.36"
"06-06-06";"Rosario";"Maiz";"U$S 84.33"
"07-06-06";"Rosario";"Maiz";"U$S 85.95"
"08-06-06";"Rosario";"Maiz";"U$S 84.33"
"09-06-06";"Rosario";"Maiz";"U$S 84.36"
"12-06-06";"Rosario";"Maiz";"U$S 86.08"
"13-06-06";"Rosario";"Maiz";"U$S 84.33"
"14-06-06";"Rosario";"Maiz";"U$S 84.44"
"15-06-06";"Rosario";"Maiz";"U$S 84.42"
"16-06-06";"Rosario";"Maiz";"U$S 84.44"
"20-06-06";"Rosario";"Maiz";"U$S 82.85"
"21-06-06";"Rosario";"Maiz";"U$S 84.55"
"22-06-06";"Rosario";"Maiz";"U$S 84.47"
"23-06-06";"Rosario";"Maiz";"U$S 84.32"
"26-06-06";"Rosario";"Maiz";"U$S 82.63"
"27-06-06";"Rosario";"Maiz";"U$S 83.17"
"28-06-06";"Rosario";"Maiz";"U$S 84.2"
"29-06-06";"Rosario";"Maiz";"U$S 84.88"
"30-06-06";"Rosario";"Maiz";"U$S 85.87"
"03-07-06";"Rosario";"Maiz";"U$S 87.2"
"04-07-06";"Rosario";"Maiz";"U$S 86.9"
"05-07-06";"Rosario";"Maiz";"U$S 85.84"
"06-07-06";"Rosario";"Maiz";"U$S 87.49"
"07-07-06";"Rosario";"Maiz";"U$S 85.39"
"10-07-06";"Rosario";"Maiz";"U$S 87.65"
"11-07-06";"Rosario";"Maiz";"U$S 89.01"
"12-07-06";"Rosario";"Maiz";"U$S 89.17"
"13-07-06";"Rosario";"Maiz";"U$S 87.22"
"14-07-06";"Rosario";"Maiz";"U$S 87.58"
"17-07-06";"Rosario";"Maiz";"U$S 85.98"
"18-07-06";"Rosario";"Maiz";"U$S 84.52"
"19-07-06";"Rosario";"Maiz";"U$S 85.9"
"20-07-06";"Rosario";"Maiz";"U$S 85.98"
"21-07-06";"Rosario";"Maiz";"U$S 84.36"
"24-07-06";"Rosario";"Maiz";"U$S 84.42"
"25-07-06";"Rosario";"Maiz";"U$S 86.09"
"26-07-06";"Rosario";"Maiz";"U$S 84.65"
"27-07-06";"Rosario";"Maiz";"U$S 85.96"
"28-07-06";"Rosario";"Maiz";"U$S 86.19"
"31-07-06";"Rosario";"Maiz";"U$S 86.43"
"01-08-06";"Rosario";"Maiz";"U$S 87.2"
"02-08-06";"Rosario";"Maiz";"U$S 87.98"
"03-08-06";"Rosario";"Maiz";"U$S 88.01"
"04-08-06";"Rosario";"Maiz";"U$S 87.98"
"07-08-06";"Rosario";"Maiz";"U$S 86.26"
"08-08-06";"Rosario";"Maiz";"U$S 85.45"
"09-08-06";"Rosario";"Maiz";"U$S 87.29"
"10-08-06";"Rosario";"Maiz";"U$S 87.81"
"11-08-06";"Rosario";"Maiz";"U$S 86.13"
"14-08-06";"Rosario";"Maiz";"U$S 82.99"
"15-08-06";"Rosario";"Maiz";"U$S 84.42"
"16-08-06";"Rosario";"Maiz";"U$S 85.98"
"17-08-06";"Rosario";"Maiz";"U$S 85.13"
"18-08-06";"Rosario";"Maiz";"U$S 84.36"
"22-08-06";"Rosario";"Maiz";"U$S 84.28"
"23-08-06";"Rosario";"Maiz";"U$S 85.87"
"24-08-06";"Rosario";"Maiz";"U$S 86.46"
"25-08-06";"Rosario";"Maiz";"U$S 85.64"
"28-08-06";"Rosario";"Maiz";"U$S 85.41"
"29-08-06";"Rosario";"Maiz";"U$S 84.98"
"30-08-06";"Rosario";"Maiz";"U$S 86.54"
"31-08-06";"Rosario";"Maiz";"U$S 87.18"
"01-09-06";"Rosario";"Maiz";"U$S 85.59"
"02-09-06";"Rosario";"Maiz";"U$S 93.8"
"04-09-06";"Rosario";"Maiz";"U$S 85.65"
"05-09-06";"Rosario";"Maiz";"U$S 86.35"
"06-09-06";"Rosario";"Maiz";"U$S 85.14"
"07-09-06";"Rosario";"Maiz";"U$S 87.12"
"08-09-06";"Rosario";"Maiz";"U$S 87.07"
"11-09-06";"Rosario";"Maiz";"U$S 85.63"
"12-09-06";"Rosario";"Maiz";"U$S 83.84"
"13-09-06";"Rosario";"Maiz";"U$S 84.11"
"14-09-06";"Rosario";"Maiz";"U$S 84.52"
"15-09-06";"Rosario";"Maiz";"U$S 86.25"
"18-09-06";"Rosario";"Maiz";"U$S 88.02"
"19-09-06";"Rosario";"Maiz";"U$S 87.18"
"20-09-06";"Rosario";"Maiz";"U$S 87.22"
"21-09-06";"Rosario";"Maiz";"U$S 89.42"
"22-09-06";"Rosario";"Maiz";"U$S 89.61"
"25-09-06";"Rosario";"Maiz";"U$S 89.68"
"26-09-06";"Rosario";"Maiz";"U$S 91.01"
"27-09-06";"Rosario";"Maiz";"U$S 90.2"
"28-09-06";"Rosario";"Maiz";"U$S 91.82"
"29-09-06";"Rosario";"Maiz";"U$S 93.43"
"02-10-06";"Rosario";"Maiz";"U$S 93.59"
"03-10-06";"Rosario";"Maiz";"U$S 91.82"
"04-10-06";"Rosario";"Maiz";"U$S 93.4"
"05-10-06";"Rosario";"Maiz";"U$S 93.82"
"06-10-06";"Rosario";"Maiz";"U$S 94.33"
"09-10-06";"Rosario";"Maiz";"U$S 98.13"
"10-10-06";"Rosario";"Maiz";"U$S 96.56"
"11-10-06";"Rosario";"Maiz";"U$S 99.84"
"12-10-06";"Rosario";"Maiz";"U$S 102.87"
"13-10-06";"Rosario";"Maiz";"U$S 105.83"
"17-10-06";"Rosario";"Maiz";"U$S 108.87"
"18-10-06";"Rosario";"Maiz";"U$S 108.54"
"19-10-06";"Rosario";"Maiz";"U$S 108.16"
"20-10-06";"Rosario";"Maiz";"U$S 105.83"
"23-10-06";"Rosario";"Maiz";"U$S 108.38"
"24-10-06";"Rosario";"Maiz";"U$S 111.65"
"25-10-06";"Rosario";"Maiz";"U$S 112.51"
"26-10-06";"Rosario";"Maiz";"U$S 113.31"
"27-10-06";"Rosario";"Maiz";"U$S 114.93"
"30-10-06";"Rosario";"Maiz";"U$S 114.93"
"31-10-06";"Rosario";"Maiz";"U$S 116.54"
"01-11-06";"Rosario";"Maiz";"U$S 120.02"
"02-11-06";"Rosario";"Maiz";"U$S 127.12"
"03-11-06";"Rosario";"Maiz";"U$S 126.82"
"06-11-06";"Rosario";"Maiz";"U$S 124.91"
"07-11-06";"Rosario";"Maiz";"U$S 125.12"
"08-11-06";"Rosario";"Maiz";"U$S 125.48"
"09-11-06";"Rosario";"Maiz";"U$S 125.16"
"10-11-06";"Rosario";"Maiz";"U$S 123.58"
"13-11-06";"Rosario";"Maiz";"U$S 123.57"
"14-11-06";"Rosario";"Maiz";"U$S 127.28"
"15-11-06";"Rosario";"Maiz";"U$S 129.47"
"16-11-06";"Rosario";"Maiz";"U$S 127.08"
"17-11-06";"Rosario";"Maiz";"U$S 121.99"
"20-11-06";"Rosario";"Maiz";"U$S 123.54"
"21-11-06";"Rosario";"Maiz";"U$S 126.62"
"22-11-06";"Rosario";"Maiz";"U$S 128.51"
"23-11-06";"Rosario";"Maiz";"U$S 126.99"
"24-11-06";"Rosario";"Maiz";"U$S 128.46"
"27-11-06";"Rosario";"Maiz";"U$S 128.98"
"28-11-06";"Rosario";"Maiz";"U$S 128.04"
"29-11-06";"Rosario";"Maiz";"U$S 128.5"
"30-11-06";"Rosario";"Maiz";"U$S 130.38"
"05-12-06";"Rosario";"Maiz";"U$S 126.02"
"06-12-06";"Rosario";"Maiz";"U$S 124.3"
"07-12-06";"Rosario";"Maiz";"U$S 124.26"
"11-12-06";"Rosario";"Maiz";"U$S 127.45"
"12-12-06";"Rosario";"Maiz";"U$S 129.34"
"14-12-06";"Rosario";"Maiz";"U$S 125.9"
"15-12-06";"Rosario";"Maiz";"U$S 125.94"
"18-12-06";"Rosario";"Maiz";"U$S 124.3"
"19-12-06";"Rosario";"Maiz";"U$S 125.9"
"20-12-06";"Rosario";"Maiz";"U$S 124.51"
"21-12-06";"Rosario";"Maiz";"U$S 123.03"
"27-12-06";"Rosario";"Maiz";"U$S 126.79"
"28-12-06";"Rosario";"Maiz";"U$S 127.93"
"04-01-07";"Rosario";"Maiz";"U$S 126.95"
"08-01-07";"Rosario";"Maiz";"U$S 123.3"
"09-01-07";"Rosario";"Maiz";"U$S 120.01"
"10-01-07";"Rosario";"Maiz";"U$S 120.09"
"11-01-07";"Rosario";"Maiz";"U$S 128.25"
"12-01-07";"Rosario";"Maiz";"U$S 126.58"
"15-01-07";"Rosario";"Maiz";"U$S 129.85"
"16-01-07";"Rosario";"Maiz";"U$S 129.87"
"22-01-07";"Rosario";"Maiz";"U$S 129.2"
"23-01-07";"Rosario";"Maiz";"U$S 119.43"
"24-01-07";"Rosario";"Maiz";"U$S 117.89"
"25-01-07";"Rosario";"Maiz";"U$S 117.66"
"26-01-07";"Rosario";"Maiz";"U$S 117.19"
"29-01-07";"Rosario";"Maiz";"U$S 117.44"
"30-01-07";"Rosario";"Maiz";"U$S 118.76"
"31-01-07";"Rosario";"Maiz";"U$S 122.37"
"01-02-07";"Rosario";"Maiz";"U$S 124.56"
"02-02-07";"Rosario";"Maiz";"U$S 125.36"
"05-02-07";"Rosario";"Maiz";"U$S 126.65"
"06-02-07";"Rosario";"Maiz";"U$S 126.69"
"07-02-07";"Rosario";"Maiz";"U$S 125.08"
"08-02-07";"Rosario";"Maiz";"U$S 125.7"
"09-02-07";"Rosario";"Maiz";"U$S 123.66"
"12-02-07";"Rosario";"Maiz";"U$S 124.77"
"13-02-07";"Rosario";"Maiz";"U$S 127.76"
"14-02-07";"Rosario";"Maiz";"U$S 127.99"
"15-02-07";"Rosario";"Maiz";"U$S 126.77"
"16-02-07";"Rosario";"Maiz";"U$S 129.95"
"19-02-07";"Rosario";"Maiz";"U$S 129.91"
"20-02-07";"Rosario";"Maiz";"U$S 128.22"
"21-02-07";"Rosario";"Maiz";"U$S 128.43"
"22-02-07";"Rosario";"Maiz";"U$S 130.19"
"23-02-07";"Rosario";"Maiz";"U$S 130.15"
"26-02-07";"Rosario";"Maiz";"U$S 131.81"
"27-02-07";"Rosario";"Maiz";"U$S 128.51"
"28-02-07";"Rosario";"Maiz";"U$S 131.61"
"01-03-07";"Rosario";"Maiz";"U$S 133.61"
"02-03-07";"Rosario";"Maiz";"U$S 131.94"
"05-03-07";"Rosario";"Maiz";"U$S 125.08"
"06-03-07";"Rosario";"Maiz";"U$S 124.4"
"07-03-07";"Rosario";"Maiz";"U$S 125.64"
"08-03-07";"Rosario";"Maiz";"U$S 125.25"
"09-03-07";"Rosario";"Maiz";"U$S 128.62"
"12-03-07";"Rosario";"Maiz";"U$S 123.59"
"13-03-07";"Rosario";"Maiz";"U$S 119.28"
"14-03-07";"Rosario";"Maiz";"U$S 119.27"
"15-03-07";"Rosario";"Maiz";"U$S 120.3"
"16-03-07";"Rosario";"Maiz";"U$S 119.41"
"19-03-07";"Rosario";"Maiz";"U$S 116.19"
"20-03-07";"Rosario";"Maiz";"U$S 117.46"
"21-03-07";"Rosario";"Maiz";"U$S 119.39"
"22-03-07";"Rosario";"Maiz";"U$S 118.59"
"23-03-07";"Rosario";"Maiz";"U$S 116.31"
"26-03-07";"Rosario";"Maiz";"U$S 114.11"
"27-03-07";"Rosario";"Maiz";"U$S 115.9"
"28-03-07";"Rosario";"Maiz";"U$S 114.37"
"29-03-07";"Rosario";"Maiz";"U$S 117.54"
"30-03-07";"Rosario";"Maiz";"U$S 112.9"
"03-04-07";"Rosario";"Maiz";"U$S 106.42"
"04-04-07";"Rosario";"Maiz";"U$S 113.97"
"05-04-07";"Rosario";"Maiz";"U$S 117.74"
"09-04-07";"Rosario";"Maiz";"U$S 117.37"
"10-04-07";"Rosario";"Maiz";"U$S 121.85"
"11-04-07";"Rosario";"Maiz";"U$S 120.67"
"12-04-07";"Rosario";"Maiz";"U$S 120.91"
"13-04-07";"Rosario";"Maiz";"U$S 122.33"
"16-04-07";"Rosario";"Maiz";"U$S 123.03"
"17-04-07";"Rosario";"Maiz";"U$S 123.13"
"18-04-07";"Rosario";"Maiz";"U$S 119.94"
"19-04-07";"Rosario";"Maiz";"U$S 119.82"
"20-04-07";"Rosario";"Maiz";"U$S 119.79"
"23-04-07";"Rosario";"Maiz";"U$S 115.96"
"24-04-07";"Rosario";"Maiz";"U$S 115.15"
"25-04-07";"Rosario";"Maiz";"U$S 119.9"
"26-04-07";"Rosario";"Maiz";"U$S 116.58"
"27-04-07";"Rosario";"Maiz";"U$S 114.89"
"30-04-07";"Rosario";"Maiz";"U$S 111.65"
"02-05-07";"Rosario";"Maiz";"U$S 115.14"
"03-05-07";"Rosario";"Maiz";"U$S 118.35"
"04-05-07";"Rosario";"Maiz";"U$S 118.39"
"07-05-07";"Rosario";"Maiz";"U$S 115.26"
"08-05-07";"Rosario";"Maiz";"U$S 113.64"
"09-05-07";"Rosario";"Maiz";"U$S 113.67"
"10-05-07";"Rosario";"Maiz";"U$S 111.98"
"11-05-07";"Rosario";"Maiz";"U$S 115.26"
"14-05-07";"Rosario";"Maiz";"U$S 113.97"
"15-05-07";"Rosario";"Maiz";"U$S 115.41"
"16-05-07";"Rosario";"Maiz";"U$S 115.37"
"17-05-07";"Rosario";"Maiz";"U$S 115.45"
"18-05-07";"Rosario";"Maiz";"U$S 115.72"
"21-05-07";"Rosario";"Maiz";"U$S 117.53"
"22-05-07";"Rosario";"Maiz";"U$S 115.33"
"23-05-07";"Rosario";"Maiz";"U$S 115.47"
"24-05-07";"Rosario";"Maiz";"U$S 117.25"
"28-05-07";"Rosario";"Maiz";"U$S 117.39"
"29-05-07";"Rosario";"Maiz";"U$S 115.22"
"30-05-07";"Rosario";"Maiz";"U$S 119.09"
"31-05-07";"Rosario";"Maiz";"U$S 123.5"
"01-06-07";"Rosario";"Maiz";"U$S 123.62"
"04-06-07";"Rosario";"Maiz";"U$S 122.56"
"05-06-07";"Rosario";"Maiz";"U$S 123.04"
"06-06-07";"Rosario";"Maiz";"U$S 120.29"
"07-06-07";"Rosario";"Maiz";"U$S 123.46"
"08-06-07";"Rosario";"Maiz";"U$S 121.59"
"11-06-07";"Rosario";"Maiz";"U$S 125.14"
"12-06-07";"Rosario";"Maiz";"U$S 122.97"
"13-06-07";"Rosario";"Maiz";"U$S 127.52"
"14-06-07";"Rosario";"Maiz";"U$S 130.4"
"15-06-07";"Rosario";"Maiz";"U$S 131.62"
"19-06-07";"Rosario";"Maiz";"U$S 123.62"
"20-06-07";"Rosario";"Maiz";"U$S 125.04"
"21-06-07";"Rosario";"Maiz";"U$S 122.39"
"25-06-07";"Rosario";"Maiz";"U$S 114.46"
"26-06-07";"Rosario";"Maiz";"U$S 114.96"
"27-06-07";"Rosario";"Maiz";"U$S 113.23"
"28-06-07";"Rosario";"Maiz";"U$S 114.89"
"29-06-07";"Rosario";"Maiz";"U$S 109.93"
"02-07-07";"Rosario";"Maiz";"U$S 108.38"
"03-07-07";"Rosario";"Maiz";"U$S 103.2"
"04-07-07";"Rosario";"Maiz";"U$S 103.49"
"05-07-07";"Rosario";"Maiz";"U$S 106.32"
"06-07-07";"Rosario";"Maiz";"U$S 109.5"
"10-07-07";"Rosario";"Maiz";"U$S 112.63"
"11-07-07";"Rosario";"Maiz";"U$S 112.87"
"12-07-07";"Rosario";"Maiz";"U$S 114.48"
"13-07-07";"Rosario";"Maiz";"U$S 115.32"
"16-07-07";"Rosario";"Maiz";"U$S 104.8"
"17-07-07";"Rosario";"Maiz";"U$S 104.32"
"18-07-07";"Rosario";"Maiz";"U$S 110.02"
"19-07-07";"Rosario";"Maiz";"U$S 109.54"
"20-07-07";"Rosario";"Maiz";"U$S 108.97"
"23-07-07";"Rosario";"Maiz";"U$S 107.81"
"24-07-07";"Rosario";"Maiz";"U$S 109.18"
"25-07-07";"Rosario";"Maiz";"U$S 110.22"
"26-07-07";"Rosario";"Maiz";"U$S 114.02"
"27-07-07";"Rosario";"Maiz";"U$S 116.39"
"30-07-07";"Rosario";"Maiz";"U$S 115.24"
"31-07-07";"Rosario";"Maiz";"U$S 115.67"
"01-08-07";"Rosario";"Maiz";"U$S 113.63"
"02-08-07";"Rosario";"Maiz";"U$S 115.36"
"03-08-07";"Rosario";"Maiz";"U$S 116.34"
"06-08-07";"Rosario";"Maiz";"U$S 116.66"
"07-08-07";"Rosario";"Maiz";"U$S 119.01"
"08-08-07";"Rosario";"Maiz";"U$S 121.61"
"09-08-07";"Rosario";"Maiz";"U$S 117.72"
"10-08-07";"Rosario";"Maiz";"U$S 117.53"
"13-08-07";"Rosario";"Maiz";"U$S 118.77"
"14-08-07";"Rosario";"Maiz";"U$S 118.84"
"15-08-07";"Rosario";"Maiz";"U$S 118.65"
"16-08-07";"Rosario";"Maiz";"U$S 115.98"
"17-08-07";"Rosario";"Maiz";"U$S 118.19"
"21-08-07";"Rosario";"Maiz";"U$S 120.41"
"22-08-07";"Rosario";"Maiz";"U$S 123.11"
"23-08-07";"Rosario";"Maiz";"U$S 121.3"
"24-08-07";"Rosario";"Maiz";"U$S 120.13"
"27-08-07";"Rosario";"Maiz";"U$S 116.72"
"28-08-07";"Rosario";"Maiz";"U$S 116.78"
"29-08-07";"Rosario";"Maiz";"U$S 113.74"
"30-08-07";"Rosario";"Maiz";"U$S 115.58"
"31-08-07";"Rosario";"Maiz";"U$S 117.24"
"03-09-07";"Rosario";"Maiz";"U$S 117.01"
"04-09-07";"Rosario";"Maiz";"U$S 121.07"
"05-09-07";"Rosario";"Maiz";"U$S 118.49"
"06-09-07";"Rosario";"Maiz";"U$S 115.36"
"07-09-07";"Rosario";"Maiz";"U$S 119.7"
"10-09-07";"Rosario";"Maiz";"U$S 118.71"
"11-09-07";"Rosario";"Maiz";"U$S 117.57"
"12-09-07";"Rosario";"Maiz";"U$S 121.77"
"13-09-07";"Rosario";"Maiz";"U$S 118.17"
"14-09-07";"Rosario";"Maiz";"U$S 119.54"
"17-09-07";"Rosario";"Maiz";"U$S 121.21"
"18-09-07";"Rosario";"Maiz";"U$S 121.17"
"19-09-07";"Rosario";"Maiz";"U$S 123.44"
"20-09-07";"Rosario";"Maiz";"U$S 127.41"
"21-09-07";"Rosario";"Maiz";"U$S 128.49"
"24-09-07";"Rosario";"Maiz";"U$S 127.19"
"25-09-07";"Rosario";"Maiz";"U$S 125.52"
"26-09-07";"Rosario";"Maiz";"U$S 125.95"
"27-09-07";"Rosario";"Maiz";"U$S 127.56"
"28-09-07";"Rosario";"Maiz";"U$S 123.65"
"01-10-07";"Rosario";"Maiz";"U$S 120.67"
"03-10-07";"Rosario";"Maiz";"U$S 117.42"
"04-10-07";"Rosario";"Maiz";"U$S 117.27"
"05-10-07";"Rosario";"Maiz";"U$S 118.82"
"08-10-07";"Rosario";"Maiz";"U$S 117.13"
"09-10-07";"Rosario";"Maiz";"U$S 119.19"
"10-10-07";"Rosario";"Maiz";"U$S 121.96"
"11-10-07";"Rosario";"Maiz";"U$S 121.96"
"12-10-07";"Rosario";"Maiz";"U$S 121.98"
"16-10-07";"Rosario";"Maiz";"U$S 123.42"
"17-10-07";"Rosario";"Maiz";"U$S 121.8"
"18-10-07";"Rosario";"Maiz";"U$S 123.28"
"19-10-07";"Rosario";"Maiz";"U$S 122.83"
"22-10-07";"Rosario";"Maiz";"U$S 118.33"
"23-10-07";"Rosario";"Maiz";"U$S 116.61"
"24-10-07";"Rosario";"Maiz";"U$S 116.29"
"25-10-07";"Rosario";"Maiz";"U$S 114.19"
"26-10-07";"Rosario";"Maiz";"U$S 113.53"
"29-10-07";"Rosario";"Maiz";"U$S 114.03"
"30-10-07";"Rosario";"Maiz";"U$S 111.18"
"31-10-07";"Rosario";"Maiz";"U$S 112.99"
"01-11-07";"Rosario";"Maiz";"U$S 113.35"
"02-11-07";"Rosario";"Maiz";"U$S 116.65"
"05-11-07";"Rosario";"Maiz";"U$S 114.91"
"06-11-07";"Rosario";"Maiz";"U$S 115.51"
"07-11-07";"Rosario";"Maiz";"U$S 114.2"
"08-11-07";"Rosario";"Maiz";"U$S 111.82"
"09-11-07";"Rosario";"Maiz";"U$S 111.86"
"12-11-07";"Rosario";"Maiz";"U$S 108.56"
"13-11-07";"Rosario";"Maiz";"U$S 102.07"
"14-11-07";"Rosario";"Maiz";"U$S 103.9"
"15-11-07";"Rosario";"Maiz";"U$S 102.43"
"16-11-07";"Rosario";"Maiz";"U$S 106.96"
"19-11-07";"Rosario";"Maiz";"U$S 108.63"
"20-11-07";"Rosario";"Maiz";"U$S 110.15"
