"Fecha";"Mercado";"Producto";"Precio"
"04-10-13";"Rosario";"Maiz";"U$S 146.74"
"08-10-13";"Rosario";"Maiz";"U$S 147.72"
"18-10-13";"Rosario";"Maiz";"U$S 150.32"
"04-11-13";"Rosario";"Maiz";"U$S 167.93"
"13-11-13";"Rosario";"Maiz";"U$S 174.5"
"15-11-13";"Rosario";"Maiz";"U$S 173.48"
"28-01-14";"Rosario";"Maiz";"U$S 149.81"
"29-01-14";"Rosario";"Maiz";"U$S 149.91"
"30-01-14";"Rosario";"Maiz";"U$S 150.34"
"03-02-14";"Rosario";"Maiz";"U$S 153.03"
"04-02-14";"Rosario";"Maiz";"U$S 153.01"
"05-02-14";"Rosario";"Maiz";"U$S 154.43"
"06-02-14";"Rosario";"Maiz";"U$S 157.36"
"07-02-14";"Rosario";"Maiz";"U$S 158.16"
"10-02-14";"Rosario";"Maiz";"U$S 159.85"
"12-02-14";"Rosario";"Maiz";"U$S 156.31"
"14-02-14";"Rosario";"Maiz";"U$S 155.91"
"18-02-14";"Rosario";"Maiz";"U$S 157.68"
"19-02-14";"Rosario";"Maiz";"U$S 160.65"
"20-02-14";"Rosario";"Maiz";"U$S 160.57"
"21-02-14";"Rosario";"Maiz";"U$S 160.61"
"25-02-14";"Rosario";"Maiz";"U$S 162.66"
"26-02-14";"Rosario";"Maiz";"U$S 163.68"
"05-03-14";"Rosario";"Maiz";"U$S 164.97"
"06-03-14";"Rosario";"Maiz";"U$S 167.45"
"07-03-14";"Rosario";"Maiz";"U$S 171.73"
"10-03-14";"Rosario";"Maiz";"U$S 167.92"
"11-03-14";"Rosario";"Maiz";"U$S 167.73"
"12-03-14";"Rosario";"Maiz";"U$S 165.93"
"13-03-14";"Rosario";"Maiz";"U$S 164.79"
"14-03-14";"Rosario";"Maiz";"U$S 164.56"
"17-03-14";"Rosario";"Maiz";"U$S 162.25"
"18-03-14";"Rosario";"Maiz";"U$S 162.14"
"19-03-14";"Rosario";"Maiz";"U$S 163.46"
"20-03-14";"Rosario";"Maiz";"U$S 163.21"
"21-03-14";"Rosario";"Maiz";"U$S 161.78"
"25-03-14";"Rosario";"Maiz";"U$S 162.4"
"26-03-14";"Rosario";"Maiz";"U$S 162.48"
"27-03-14";"Rosario";"Maiz";"U$S 163.75"
"28-03-14";"Rosario";"Maiz";"U$S 164.94"
"31-03-14";"Rosario";"Maiz";"U$S 164.96"
"01-04-14";"Rosario";"Maiz";"U$S 169.96"
"03-04-14";"Rosario";"Maiz";"U$S 172.5"
"04-04-14";"Rosario";"Maiz";"U$S 171.5"
"07-04-14";"Rosario";"Maiz";"U$S 173.73"
"08-04-14";"Rosario";"Maiz";"U$S 176.23"
"09-04-14";"Rosario";"Maiz";"U$S 177.5"
"11-04-14";"Rosario";"Maiz";"U$S 177.5"
"14-04-14";"Rosario";"Maiz";"U$S 177.48"
"15-04-14";"Rosario";"Maiz";"U$S 177.5"
"16-04-14";"Rosario";"Maiz";"U$S 177.48"
"21-04-14";"Rosario";"Maiz";"U$S 184.75"
"22-04-14";"Rosario";"Maiz";"U$S 183.48"
"23-04-14";"Rosario";"Maiz";"U$S 181.25"
"24-04-14";"Rosario";"Maiz";"U$S 177.48"
"25-04-14";"Rosario";"Maiz";"U$S 177"
"28-04-14";"Rosario";"Maiz";"U$S 175.23"
"29-04-14";"Rosario";"Maiz";"U$S 176.08"
"30-04-14";"Rosario";"Maiz";"U$S 176.46"
"05-05-14";"Rosario";"Maiz";"U$S 174.98"
"06-05-14";"Rosario";"Maiz";"U$S 177.5"
"07-05-14";"Rosario";"Maiz";"U$S 184.98"
"08-05-14";"Rosario";"Maiz";"U$S 182.48"
"09-05-14";"Rosario";"Maiz";"U$S 182.39"
"12-05-14";"Rosario";"Maiz";"U$S 181"
"13-05-14";"Rosario";"Maiz";"U$S 180.78"
"14-05-14";"Rosario";"Maiz";"U$S 179.19"
"15-05-14";"Rosario";"Maiz";"U$S 175.07"
"16-05-14";"Rosario";"Maiz";"U$S 180.03"
"19-05-14";"Rosario";"Maiz";"U$S 179.97"
"20-05-14";"Rosario";"Maiz";"U$S 181.14"
"21-05-14";"Rosario";"Maiz";"U$S 183.58"
"22-05-14";"Rosario";"Maiz";"U$S 186.03"
"28-05-14";"Rosario";"Maiz";"U$S 167.82"
"29-05-14";"Rosario";"Maiz";"U$S 171.52"
"30-05-14";"Rosario";"Maiz";"U$S 156.68"
"02-06-14";"Rosario";"Maiz";"U$S 157.08"
"03-06-14";"Rosario";"Maiz";"U$S 161.83"
"04-06-14";"Rosario";"Maiz";"U$S 159.76"
"09-06-14";"Rosario";"Maiz";"U$S 155.6"
"10-06-14";"Rosario";"Maiz";"U$S 154.98"
"11-06-14";"Rosario";"Maiz";"U$S 153.77"
"12-06-14";"Rosario";"Maiz";"U$S 153.77"
"13-06-14";"Rosario";"Maiz";"U$S 153.75"
"16-06-14";"Rosario";"Maiz";"U$S 153.77"
"17-06-14";"Rosario";"Maiz";"U$S 153.77"
"18-06-14";"Rosario";"Maiz";"U$S 153.26"
"19-06-14";"Rosario";"Maiz";"U$S 153.51"
"23-06-14";"Rosario";"Maiz";"U$S 153.75"
"24-06-14";"Rosario";"Maiz";"U$S 149.57"
"25-06-14";"Rosario";"Maiz";"U$S 151.25"
"26-06-14";"Rosario";"Maiz";"U$S 147.57"
"27-06-14";"Rosario";"Maiz";"U$S 148.79"
"01-07-14";"Rosario";"Maiz";"U$S 141.36"
"02-07-14";"Rosario";"Maiz";"U$S 142.54"
"03-07-14";"Rosario";"Maiz";"U$S 143.77"
"04-07-14";"Rosario";"Maiz";"U$S 140.08"
"07-07-14";"Rosario";"Maiz";"U$S 138.21"
"08-07-14";"Rosario";"Maiz";"U$S 138.16"
"10-07-14";"Rosario";"Maiz";"U$S 135.04"
"14-07-14";"Rosario";"Maiz";"U$S 134.97"
"15-07-14";"Rosario";"Maiz";"U$S 134.97"
"16-07-14";"Rosario";"Maiz";"U$S 136.13"
"17-07-14";"Rosario";"Maiz";"U$S 139.77"
"18-07-14";"Rosario";"Maiz";"U$S 139.71"
"21-07-14";"Rosario";"Maiz";"U$S 132.35"
"22-07-14";"Rosario";"Maiz";"U$S 133.73"
"23-07-14";"Rosario";"Maiz";"U$S 135.88"
"24-07-14";"Rosario";"Maiz";"U$S 137.98"
"25-07-14";"Rosario";"Maiz";"U$S 132.67"
"28-07-14";"Rosario";"Maiz";"U$S 133.19"
"29-07-14";"Rosario";"Maiz";"U$S 133.67"
"30-07-14";"Rosario";"Maiz";"U$S 132.91"
"31-07-14";"Rosario";"Maiz";"U$S 133.93"
"01-08-14";"Rosario";"Maiz";"U$S 132.95"
"04-08-14";"Rosario";"Maiz";"U$S 131.96"
"05-08-14";"Rosario";"Maiz";"U$S 130.62"
"06-08-14";"Rosario";"Maiz";"U$S 129.4"
"07-08-14";"Rosario";"Maiz";"U$S 126.98"
"11-08-14";"Rosario";"Maiz";"U$S 123.94"
"12-08-14";"Rosario";"Maiz";"U$S 123.31"
"13-08-14";"Rosario";"Maiz";"U$S 122.69"
"14-08-14";"Rosario";"Maiz";"U$S 121.06"
"15-08-14";"Rosario";"Maiz";"U$S 123.17"
"19-08-14";"Rosario";"Maiz";"U$S 121.53"
"20-08-14";"Rosario";"Maiz";"U$S 119.67"
"21-08-14";"Rosario";"Maiz";"U$S 118.52"
"22-08-14";"Rosario";"Maiz";"U$S 119.21"
"25-08-14";"Rosario";"Maiz";"U$S 118.98"
"26-08-14";"Rosario";"Maiz";"U$S 118.72"
"27-08-14";"Rosario";"Maiz";"U$S 118.2"
"28-08-14";"Rosario";"Maiz";"U$S 118.38"
"29-08-14";"Rosario";"Maiz";"U$S 118.44"
"01-09-14";"Rosario";"Maiz";"U$S 117.76"
"02-09-14";"Rosario";"Maiz";"U$S 117.47"
"03-09-14";"Rosario";"Maiz";"U$S 115.68"
"04-09-14";"Rosario";"Maiz";"U$S 114.87"
"05-09-14";"Rosario";"Maiz";"U$S 115.27"
"08-09-14";"Rosario";"Maiz";"U$S 114.27"
"09-09-14";"Rosario";"Maiz";"U$S 112.5"
"10-09-14";"Rosario";"Maiz";"U$S 113.1"
"11-09-14";"Rosario";"Maiz";"U$S 111.3"
"18-09-14";"Rosario";"Maiz";"U$S 108.11"
"23-09-14";"Rosario";"Maiz";"U$S 100.95"
"24-09-14";"Rosario";"Maiz";"U$S 102.14"
"25-09-14";"Rosario";"Maiz";"U$S 102.09"
"26-09-14";"Rosario";"Maiz";"U$S 100.6"
"29-09-14";"Rosario";"Maiz";"U$S 100.34"
"01-10-14";"Rosario";"Maiz";"U$S 98.22"
"02-10-14";"Rosario";"Maiz";"U$S 100.06"
"03-10-14";"Rosario";"Maiz";"U$S 100.59"
"06-10-14";"Rosario";"Maiz";"U$S 104.08"
"08-10-14";"Rosario";"Maiz";"U$S 108.09"
"09-10-14";"Rosario";"Maiz";"U$S 109.8"
"10-10-14";"Rosario";"Maiz";"U$S 109.61"
"14-10-14";"Rosario";"Maiz";"U$S 114.48"
"15-10-14";"Rosario";"Maiz";"U$S 115.07"
"16-10-14";"Rosario";"Maiz";"U$S 112.11"
"17-10-14";"Rosario";"Maiz";"U$S 112.08"
"20-10-14";"Rosario";"Maiz";"U$S 111.92"
"21-10-14";"Rosario";"Maiz";"U$S 113.1"
"22-10-14";"Rosario";"Maiz";"U$S 113.09"
"23-10-14";"Rosario";"Maiz";"U$S 115.21"
"24-10-14";"Rosario";"Maiz";"U$S 115.4"
"27-10-14";"Rosario";"Maiz";"U$S 117.41"
"28-10-14";"Rosario";"Maiz";"U$S 117.62"
"29-10-14";"Rosario";"Maiz";"U$S 118.81"
"30-10-14";"Rosario";"Maiz";"U$S 119.41"
"31-10-14";"Rosario";"Maiz";"U$S 118.82"
"03-11-14";"Rosario";"Maiz";"U$S 118.71"
"04-11-14";"Rosario";"Maiz";"U$S 118.49"
"05-11-14";"Rosario";"Maiz";"U$S 118.12"
"06-11-14";"Rosario";"Maiz";"U$S 118.12"
"07-11-14";"Rosario";"Maiz";"U$S 117.51"
"10-11-14";"Rosario";"Maiz";"U$S 119.87"
"11-11-14";"Rosario";"Maiz";"U$S 119.86"
"12-11-14";"Rosario";"Maiz";"U$S 119.86"
"13-11-14";"Rosario";"Maiz";"U$S 119.86"
"14-11-14";"Rosario";"Maiz";"U$S 119.84"
"21-11-14";"Rosario";"Maiz";"U$S 117.43"
"25-11-14";"Rosario";"Maiz";"U$S 117.33"
"26-11-14";"Rosario";"Maiz";"U$S 117.33"
"27-11-14";"Rosario";"Maiz";"U$S 117.29"
"28-11-14";"Rosario";"Maiz";"U$S 118.84"
"01-12-14";"Rosario";"Maiz";"U$S 122.48"
"02-12-14";"Rosario";"Maiz";"U$S 120.61"
"03-12-14";"Rosario";"Maiz";"U$S 119.41"
"04-12-14";"Rosario";"Maiz";"U$S 121.07"
"05-12-14";"Rosario";"Maiz";"U$S 119.2"
"09-12-14";"Rosario";"Maiz";"U$S 118.1"
"11-12-14";"Rosario";"Maiz";"U$S 119.3"
"12-12-14";"Rosario";"Maiz";"U$S 119.28"
"16-12-14";"Rosario";"Maiz";"U$S 117.53"
"17-12-14";"Rosario";"Maiz";"U$S 118.11"
"18-12-14";"Rosario";"Maiz";"U$S 118.13"
"19-12-14";"Rosario";"Maiz";"U$S 118.11"
"22-12-14";"Rosario";"Maiz";"U$S 118.13"
"29-12-14";"Rosario";"Maiz";"U$S 111.09"
"30-12-14";"Rosario";"Maiz";"U$S 109.93"
"02-01-15";"Rosario";"Maiz";"U$S 109.88"
"05-01-15";"Rosario";"Maiz";"U$S 110.97"
"06-01-15";"Rosario";"Maiz";"U$S 110.83"
"07-01-15";"Rosario";"Maiz";"U$S 110.66"
"08-01-15";"Rosario";"Maiz";"U$S 111.15"
"09-01-15";"Rosario";"Maiz";"U$S 111.74"
"12-01-15";"Rosario";"Maiz";"U$S 112.91"
"13-01-15";"Rosario";"Maiz";"U$S 117.54"
"14-01-15";"Rosario";"Maiz";"U$S 115.76"
"15-01-15";"Rosario";"Maiz";"U$S 115.74"
"16-01-15";"Rosario";"Maiz";"U$S 116.27"
"19-01-15";"Rosario";"Maiz";"U$S 116.56"
"20-01-15";"Rosario";"Maiz";"U$S 119.61"
"21-01-15";"Rosario";"Maiz";"U$S 119.55"
"22-01-15";"Rosario";"Maiz";"U$S 119.48"
"23-01-15";"Rosario";"Maiz";"U$S 119.42"
"26-01-15";"Rosario";"Maiz";"U$S 117.1"
"27-01-15";"Rosario";"Maiz";"U$S 114.73"
"28-01-15";"Rosario";"Maiz";"U$S 114.7"
"29-01-15";"Rosario";"Maiz";"U$S 113.5"
"30-01-15";"Rosario";"Maiz";"U$S 114.53"
"02-02-15";"Rosario";"Maiz";"U$S 113.79"
"03-02-15";"Rosario";"Maiz";"U$S 114.31"
"04-02-15";"Rosario";"Maiz";"U$S 115.47"
"05-02-15";"Rosario";"Maiz";"U$S 115.47"
"06-02-15";"Rosario";"Maiz";"U$S 115.49"
"09-02-15";"Rosario";"Maiz";"U$S 114.82"
"10-02-15";"Rosario";"Maiz";"U$S 114.16"
"11-02-15";"Rosario";"Maiz";"U$S 113.51"
"12-02-15";"Rosario";"Maiz";"U$S 112.89"
"13-02-15";"Rosario";"Maiz";"U$S 109.73"
"18-02-15";"Rosario";"Maiz";"U$S 105.87"
"19-02-15";"Rosario";"Maiz";"U$S 110.38"
"20-02-15";"Rosario";"Maiz";"U$S 112.6"
"23-02-15";"Rosario";"Maiz";"U$S 110.22"
"24-02-15";"Rosario";"Maiz";"U$S 108.97"
"25-02-15";"Rosario";"Maiz";"U$S 108.92"
"26-02-15";"Rosario";"Maiz";"U$S 108.93"
"27-02-15";"Rosario";"Maiz";"U$S 110.02"
"02-03-15";"Rosario";"Maiz";"U$S 109.93"
"03-03-15";"Rosario";"Maiz";"U$S 108.71"
"04-03-15";"Rosario";"Maiz";"U$S 109.79"
"05-03-15";"Rosario";"Maiz";"U$S 110.29"
"06-03-15";"Rosario";"Maiz";"U$S 109.61"
"09-03-15";"Rosario";"Maiz";"U$S 110.11"
"10-03-15";"Rosario";"Maiz";"U$S 108.32"
"11-03-15";"Rosario";"Maiz";"U$S 109.38"
"12-03-15";"Rosario";"Maiz";"U$S 108.2"
"13-03-15";"Rosario";"Maiz";"U$S 107.02"
"16-03-15";"Rosario";"Maiz";"U$S 104.75"
"17-03-15";"Rosario";"Maiz";"U$S 104.7"
"18-03-15";"Rosario";"Maiz";"U$S 103.51"
"19-03-15";"Rosario";"Maiz";"U$S 104.05"
"20-03-15";"Rosario";"Maiz";"U$S 106.32"
"25-03-15";"Rosario";"Maiz";"U$S 108.51"
"26-03-15";"Rosario";"Maiz";"U$S 110.15"
"27-03-15";"Rosario";"Maiz";"U$S 110.33"
"30-03-15";"Rosario";"Maiz";"U$S 111.16"
"31-03-15";"Rosario";"Maiz";"U$S 107.69"
"01-04-15";"Rosario";"Maiz";"U$S 106.49"
"06-04-15";"Rosario";"Maiz";"U$S 105.31"
"07-04-15";"Rosario";"Maiz";"U$S 107.51"
"08-04-15";"Rosario";"Maiz";"U$S 109.15"
"09-04-15";"Rosario";"Maiz";"U$S 109.1"
"10-04-15";"Rosario";"Maiz";"U$S 109.6"
"13-04-15";"Rosario";"Maiz";"U$S 109.53"
"14-04-15";"Rosario";"Maiz";"U$S 111.76"
"15-04-15";"Rosario";"Maiz";"U$S 112.23"
"16-04-15";"Rosario";"Maiz";"U$S 112.79"
"17-04-15";"Rosario";"Maiz";"U$S 113.91"
"20-04-15";"Rosario";"Maiz";"U$S 113.85"
"21-04-15";"Rosario";"Maiz";"U$S 114.38"
"22-04-15";"Rosario";"Maiz";"U$S 116"
"23-04-15";"Rosario";"Maiz";"U$S 119.3"
"24-04-15";"Rosario";"Maiz";"U$S 115.86"
"27-04-15";"Rosario";"Maiz";"U$S 111.86"
"28-04-15";"Rosario";"Maiz";"U$S 110.71"
"29-04-15";"Rosario";"Maiz";"U$S 108.4"
"30-04-15";"Rosario";"Maiz";"U$S 106.66"
"04-05-15";"Rosario";"Maiz";"U$S 107.72"
"05-05-15";"Rosario";"Maiz";"U$S 107.1"
"06-05-15";"Rosario";"Maiz";"U$S 112.08"
"07-05-15";"Rosario";"Maiz";"U$S 112.06"
"08-05-15";"Rosario";"Maiz";"U$S 112.01"
"11-05-15";"Rosario";"Maiz";"U$S 108.65"
"12-05-15";"Rosario";"Maiz";"U$S 110.79"
"13-05-15";"Rosario";"Maiz";"U$S 110.74"
"14-05-15";"Rosario";"Maiz";"U$S 111.81"
"15-05-15";"Rosario";"Maiz";"U$S 110.65"
"18-05-15";"Rosario";"Maiz";"U$S 110.58"
"19-05-15";"Rosario";"Maiz";"U$S 109.4"
"20-05-15";"Rosario";"Maiz";"U$S 108.23"
"01-06-15";"Rosario";"Maiz";"U$S 107.27"
"02-06-15";"Rosario";"Maiz";"U$S 108.32"
"03-06-15";"Rosario";"Maiz";"U$S 108.25"
"04-06-15";"Rosario";"Maiz";"U$S 109.32"
"05-06-15";"Rosario";"Maiz";"U$S 106.5"
"08-06-15";"Rosario";"Maiz";"U$S 108.12"
"09-06-15";"Rosario";"Maiz";"U$S 106.73"
"10-06-15";"Rosario";"Maiz";"U$S 109.65"
"12-06-15";"Rosario";"Maiz";"U$S 102.69"
"15-06-15";"Rosario";"Maiz";"U$S 100.54"
"16-06-15";"Rosario";"Maiz";"U$S 99.73"
"17-06-15";"Rosario";"Maiz";"U$S 99.45"
"18-06-15";"Rosario";"Maiz";"U$S 98.87"
"19-06-15";"Rosario";"Maiz";"U$S 96.07"
"22-06-15";"Rosario";"Maiz";"U$S 96.02"
"23-06-15";"Rosario";"Maiz";"U$S 94.87"
"24-06-15";"Rosario";"Maiz";"U$S 93.17"
"25-06-15";"Rosario";"Maiz";"U$S 94.79"
"26-06-15";"Rosario";"Maiz";"U$S 98.04"
"29-06-15";"Rosario";"Maiz";"U$S 99.09"
"30-06-15";"Rosario";"Maiz";"U$S 100.13"
"01-07-15";"Rosario";"Maiz";"U$S 98.98"
"02-07-15";"Rosario";"Maiz";"U$S 99.7"
"03-07-15";"Rosario";"Maiz";"U$S 98.86"
"06-07-15";"Rosario";"Maiz";"U$S 97.72"
"07-07-15";"Rosario";"Maiz";"U$S 96.55"
"08-07-15";"Rosario";"Maiz";"U$S 96.51"
"10-07-15";"Rosario";"Maiz";"U$S 98.64"
"13-07-15";"Rosario";"Maiz";"U$S 96.95"
"14-07-15";"Rosario";"Maiz";"U$S 98.55"
"15-07-15";"Rosario";"Maiz";"U$S 101.78"
"16-07-15";"Rosario";"Maiz";"U$S 105.01"
"17-07-15";"Rosario";"Maiz";"U$S 99.5"
"20-07-15";"Rosario";"Maiz";"U$S 96.16"
"21-07-15";"Rosario";"Maiz";"U$S 98.3"
"22-07-15";"Rosario";"Maiz";"U$S 98.24"
"23-07-15";"Rosario";"Maiz";"U$S 98.2"
"24-07-15";"Rosario";"Maiz";"U$S 97.08"
"27-07-15";"Rosario";"Maiz";"U$S 92.66"
"28-07-15";"Rosario";"Maiz";"U$S 92.61"
"29-07-15";"Rosario";"Maiz";"U$S 92.57"
"31-07-15";"Rosario";"Maiz";"U$S 94.67"
"03-08-15";"Rosario";"Maiz";"U$S 97.88"
"04-08-15";"Rosario";"Maiz";"U$S 94.57"
"05-08-15";"Rosario";"Maiz";"U$S 95.06"
"06-08-15";"Rosario";"Maiz";"U$S 94.47"
"07-08-15";"Rosario";"Maiz";"U$S 94.42"
"10-08-15";"Rosario";"Maiz";"U$S 97.61"
"11-08-15";"Rosario";"Maiz";"U$S 97.54"
"13-08-15";"Rosario";"Maiz";"U$S 97.43"
"18-08-15";"Rosario";"Maiz";"U$S 97.89"
"19-08-15";"Rosario";"Maiz";"U$S 98.15"
"20-08-15";"Rosario";"Maiz";"U$S 98.33"
"21-08-15";"Rosario";"Maiz";"U$S 97.19"
"31-08-15";"Rosario";"Maiz";"U$S 99.03"
"01-09-15";"Rosario";"Maiz";"U$S 98.56"
"02-09-15";"Rosario";"Maiz";"U$S 97.74"
"03-09-15";"Rosario";"Maiz";"U$S 96.6"
"04-09-15";"Rosario";"Maiz";"U$S 96.55"
"07-09-15";"Rosario";"Maiz";"U$S 96.36"
"08-09-15";"Rosario";"Maiz";"U$S 96.39"
"09-09-15";"Rosario";"Maiz";"U$S 95.78"
"10-09-15";"Rosario";"Maiz";"U$S 96.32"
"11-09-15";"Rosario";"Maiz";"U$S 94.08"
"14-09-15";"Rosario";"Maiz";"U$S 96.16"
"15-09-15";"Rosario";"Maiz";"U$S 95.03"
"16-09-15";"Rosario";"Maiz";"U$S 96.57"
"17-09-15";"Rosario";"Maiz";"U$S 96.04"
"18-09-15";"Rosario";"Maiz";"U$S 95.93"
"21-09-15";"Rosario";"Maiz";"U$S 95.66"
"22-09-15";"Rosario";"Maiz";"U$S 95.84"
"23-09-15";"Rosario";"Maiz";"U$S 97.89"
"24-09-15";"Rosario";"Maiz";"U$S 99.43"
"25-09-15";"Rosario";"Maiz";"U$S 100.99"
"28-09-15";"Rosario";"Maiz";"U$S 100.96"
"29-09-15";"Rosario";"Maiz";"U$S 100.89"
"30-09-15";"Rosario";"Maiz";"U$S 106.2"
"01-10-15";"Rosario";"Maiz";"U$S 105.67"
"02-10-15";"Rosario";"Maiz";"U$S 105.95"
"05-10-15";"Rosario";"Maiz";"U$S 105.95"
"06-10-15";"Rosario";"Maiz";"U$S 105.95"
"08-10-15";"Rosario";"Maiz";"U$S 108.88"
"09-10-15";"Rosario";"Maiz";"U$S 109.88"
"13-10-15";"Rosario";"Maiz";"U$S 109.77"
"14-10-15";"Rosario";"Maiz";"U$S 109.72"
"15-10-15";"Rosario";"Maiz";"U$S 114.93"
"16-10-15";"Rosario";"Maiz";"U$S 112.75"
"19-10-15";"Rosario";"Maiz";"U$S 112.66"
"20-10-15";"Rosario";"Maiz";"U$S 111.01"
"21-10-15";"Rosario";"Maiz";"U$S 110.4"
"22-10-15";"Rosario";"Maiz";"U$S 111.41"
"23-10-15";"Rosario";"Maiz";"U$S 112.39"
"26-10-15";"Rosario";"Maiz";"U$S 115.46"
"27-10-15";"Rosario";"Maiz";"U$S 120.63"
"28-10-15";"Rosario";"Maiz";"U$S 123.72"
"29-10-15";"Rosario";"Maiz";"U$S 124.71"
"30-10-15";"Rosario";"Maiz";"U$S 125.71"
"02-11-15";"Rosario";"Maiz";"U$S 123.5"
"03-11-15";"Rosario";"Maiz";"U$S 124.45"
"04-11-15";"Rosario";"Maiz";"U$S 125.37"
"05-11-15";"Rosario";"Maiz";"U$S 126.3"
"06-11-15";"Rosario";"Maiz";"U$S 125.26"
"11-11-15";"Rosario";"Maiz";"U$S 124.96"
"12-11-15";"Rosario";"Maiz";"U$S 124.8"
"13-11-15";"Rosario";"Maiz";"U$S 125.73"
"16-11-15";"Rosario";"Maiz";"U$S 125.58"
"17-11-15";"Rosario";"Maiz";"U$S 125.49"
"19-11-15";"Rosario";"Maiz";"U$S 134.62"
"20-11-15";"Rosario";"Maiz";"U$S 133.43"
"23-11-15";"Rosario";"Maiz";"U$S 134.41"
"24-11-15";"Rosario";"Maiz";"U$S 134.38"
"25-11-15";"Rosario";"Maiz";"U$S 134.33"
"26-11-15";"Rosario";"Maiz";"U$S 134.33"
"30-11-15";"Rosario";"Maiz";"U$S 133.15"
"02-12-15";"Rosario";"Maiz";"U$S 134.93"
"04-12-15";"Rosario";"Maiz";"U$S 138.75"
"10-12-15";"Rosario";"Maiz";"U$S 153.83"
"11-12-15";"Rosario";"Maiz";"U$S 153.48"
"14-12-15";"Rosario";"Maiz";"U$S 153.28"
"17-12-15";"Rosario";"Maiz";"U$S 138.06"
"18-12-15";"Rosario";"Maiz";"U$S 142.64"
"21-12-15";"Rosario";"Maiz";"U$S 143.86"
"22-12-15";"Rosario";"Maiz";"U$S 140.22"
"23-12-15";"Rosario";"Maiz";"U$S 139.02"
"28-12-15";"Rosario";"Maiz";"U$S 138.08"
"29-12-15";"Rosario";"Maiz";"U$S 137.31"
"30-12-15";"Rosario";"Maiz";"U$S 137.48"
"04-01-16";"Rosario";"Maiz";"U$S 134.85"
"05-01-16";"Rosario";"Maiz";"U$S 130.4"
"06-01-16";"Rosario";"Maiz";"U$S 136.79"
"07-01-16";"Rosario";"Maiz";"U$S 136.69"
"08-01-16";"Rosario";"Maiz";"U$S 143.73"
"11-01-16";"Rosario";"Maiz";"U$S 146.15"
"12-01-16";"Rosario";"Maiz";"U$S 144.28"
"13-01-16";"Rosario";"Maiz";"U$S 144.39"
"14-01-16";"Rosario";"Maiz";"U$S 149.43"
"15-01-16";"Rosario";"Maiz";"U$S 147.01"
"18-01-16";"Rosario";"Maiz";"U$S 146.02"
"19-01-16";"Rosario";"Maiz";"U$S 148.92"
"20-01-16";"Rosario";"Maiz";"U$S 147.78"
"21-01-16";"Rosario";"Maiz";"U$S 147.06"
"22-01-16";"Rosario";"Maiz";"U$S 150.76"
"25-01-16";"Rosario";"Maiz";"U$S 152.95"
"26-01-16";"Rosario";"Maiz";"U$S 152.35"
"27-01-16";"Rosario";"Maiz";"U$S 152.74"
"28-01-16";"Rosario";"Maiz";"U$S 154.62"
"29-01-16";"Rosario";"Maiz";"U$S 153.3"
"01-02-16";"Rosario";"Maiz";"U$S 151.8"
"02-02-16";"Rosario";"Maiz";"U$S 154.99"
"03-02-16";"Rosario";"Maiz";"U$S 155.37"
"04-02-16";"Rosario";"Maiz";"U$S 156.01"
"05-02-16";"Rosario";"Maiz";"U$S 156.67"
"10-02-16";"Rosario";"Maiz";"U$S 151.72"
"11-02-16";"Rosario";"Maiz";"U$S 150.96"
"12-02-16";"Rosario";"Maiz";"U$S 152.75"
"15-02-16";"Rosario";"Maiz";"U$S 150.68"
"16-02-16";"Rosario";"Maiz";"U$S 150.96"
"17-02-16";"Rosario";"Maiz";"U$S 151.77"
"18-02-16";"Rosario";"Maiz";"U$S 152.72"
"19-02-16";"Rosario";"Maiz";"U$S 154.71"
"22-02-16";"Rosario";"Maiz";"U$S 152.79"
"23-02-16";"Rosario";"Maiz";"U$S 152.13"
"24-02-16";"Rosario";"Maiz";"U$S 151.14"
"25-02-16";"Rosario";"Maiz";"U$S 149.84"
"29-02-16";"Rosario";"Maiz";"U$S 143.67"
"01-03-16";"Rosario";"Maiz";"U$S 145.57"
"02-03-16";"Rosario";"Maiz";"U$S 146.23"
"03-03-16";"Rosario";"Maiz";"U$S 150"
"04-03-16";"Rosario";"Maiz";"U$S 145.72"
"07-03-16";"Rosario";"Maiz";"U$S 145.72"
"08-03-16";"Rosario";"Maiz";"U$S 145.72"
"09-03-16";"Rosario";"Maiz";"U$S 145.64"
"10-03-16";"Rosario";"Maiz";"U$S 145.37"
"11-03-16";"Rosario";"Maiz";"U$S 148.82"
"14-03-16";"Rosario";"Maiz";"U$S 148.65"
"15-03-16";"Rosario";"Maiz";"U$S 151.17"
"16-03-16";"Rosario";"Maiz";"U$S 143.05"
"17-03-16";"Rosario";"Maiz";"U$S 140.47"
"18-03-16";"Rosario";"Maiz";"U$S 143.63"
"21-03-16";"Rosario";"Maiz";"U$S 148.58"
"22-03-16";"Rosario";"Maiz";"U$S 147.32"
"23-03-16";"Rosario";"Maiz";"U$S 146.21"
"28-03-16";"Rosario";"Maiz";"U$S 144.98"
"29-03-16";"Rosario";"Maiz";"U$S 146.96"
"30-03-16";"Rosario";"Maiz";"U$S 150"
"31-03-16";"Rosario";"Maiz";"U$S 149.66"
"01-04-16";"Rosario";"Maiz";"U$S 148.07"
"04-04-16";"Rosario";"Maiz";"U$S 149.36"
"05-04-16";"Rosario";"Maiz";"U$S 151.91"
"06-04-16";"Rosario";"Maiz";"U$S 153.27"
"07-04-16";"Rosario";"Maiz";"U$S 156.19"
